,2021_CF1H_112,2021_CF1H_114,2021_CF1H_124,2021_CF1H_132,2021_CF1H_134,2021_CF1H_314,2021_CF1H_324,2021_CF1H_334,2021_CF2A_112,2021_CF2A_114,2021_CF2A_122,2021_CF2A_124,2021_CF2A_1312,2021_CF2A_1314,2021_CF2A_1322,2021_CF2A_1324,2021_CF2A_1332,2021_CF2A_1334,2021_CF2A_134,2021_CF2A_312,2021_CF2A_314,2021_CF2A_322,2021_CF2A_324,2021_CF2A_3312,2021_CF2A_3314,2021_CF2A_332,2021_CF2A_3324,2021_CF2A_3332,2021_CF2A_3334,2021_CF2A_334,2021_CF2E_111,2021_CF2E_112B,2021_CF2E_112P,2021_CF2E_311,2021_CF2E_312B,2021_CF2E_312P,2021_CF2H_112,2021_CF2H_132,2021_CF2H_314,2021_CF2H_324,2021_JF1H_414,2021_JF1H_424,2021_JF2A_112,2021_JF2A_114,2021_JF2A_122,2021_JF2A_124,2021_JF2A_1312,2021_JF2A_1314,2021_JF2A_132,2021_JF2A_1322,2021_JF2A_1324,2021_JF2A_1332,2021_JF2A_1334,2021_JF2A_134,2021_JF2E_111,2021_JF2E_112B,2021_JF2E_112P,2021_JF2H_114,2021_JF2H_122,2021_JF2H_124,2021_JF2H_412,2021_JF2H_414,2021_JF2H_422,2021_JF2H_424,2021_KF1H_112,2021_KF1H_114,2021_KF1H_122,2021_KF1H_124,2021_KF1H_212,2021_KF1H_213,2021_KF1H_224,2021_KF1H_234,2021_KF2A_212,2021_KF2A_214,2021_KF2A_222,2021_KF2A_224,2021_KF2A_2312,2021_KF2A_2314,2021_KF2A_2322,2021_KF2A_2324,2021_KF2A_2332,2021_KF2A_2334,2021_KF2A_234,2021_KF2A_242,2021_KF2E_211,2021_KF2E_212B,2021_KF2E_212P,2021_KF2H_112,2021_KF2H_212,2021_KF2H_213,2021_KF2H_222,2021_KF2H_224,Class
cfrA,0,0,0,0,0,0,0,0,2.0525312609862025,0.196200155779298,1.9041042642585897,0,3.6421700511268345,0.013934576997785268,1.7763828167066862,0.015839160503423252,0.545845644009018,0,0,33.24353267360785,0,39.8235985075501,0,0.10132868653853049,0,29.127733502023855,0,0.11406053995187883,0,0,2.7583682023660843,1.9487068572430135,42.67416592667209,0.04287749615530936,0.6303805813269836,24.65404617940854,0,0.055713329196977635,0,0,0,0,32.51177064760003,0,83.2422047641487,0.015472109685414948,25.642242765193306,0,49.78890351641273,22.62680026017501,0,21.40809080463575,0,0,0.06397949385745375,12.165275051127999,407.3260751919309,0,0,0.03537145974874336,0.48561867808816317,0,1.3758209663956213,0,0,0,0,0,0,0,0,0,0.9595211399367904,0,10.390217134561011,0,44.883418338597046,0,14.319684594139494,0.03206061450300893,10.96522633081916,0.01720986289475174,0.02959330619588288,0.27121224583866904,0.7129202544407396,14.613998566690857,3.1429849645641164,11.676110840385665,0,0,0.3483853861021793,0,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic
cfrC,0,0,0,0,0,0,0,0,0.12249203318813004,0.07655842393445324,0,0,0,0,0.035337300674340745,0,0.017863853128202118,0,0,0.16614149534724904,0,0.07440594821585,0,0,0,0,0.015854167022737738,0,0,0,1.5178092276322634,0.08152705504409127,0.7467131763763594,1.1310186049804576,0.2787751929795018,0.3590295197207071,0,0,0,0,0,0,0.20876155350331907,0,0.11025081009278087,0,0.036461036835499366,0,0,0.0738718525211046,0,0.030040463229831043,0,0.017421251538929705,0.0908731997056741,0.16830130785585537,0.10066906512332927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05123514042808137,0,0,0,0.40795719526792923,0,0.3108429857523435,0,0.03138111317492633,0,0,0.06114539651013917,2.7392399830756964,0.48470960138739805,0.27727546830962385,0.03896651892685303,0,0,0,0,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;streptogramin antibiotic
clbB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015433854525142256,0,0,0,0,0,0,0,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic
clcD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029756672291263733,0,0,0,0,0,0,0.01855993706286896,0,0,0,0,0,0.17694291516321392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01717166340799948,0,0.013824176194463767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic
cmeA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03173903437234639,0,0,0.02169325800719657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cephalosporin;fluoroquinolone antibiotic;fusidic acid;macrolide antibiotic
cmeB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011200216937164545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03646757564607368,0,0,0,0,0,0,0,0,0.028812069852845283,0,0,0.009513779780886064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04052076532905265,0,0.04303520946750045,0,0,0,0,0,0,0,0,0,0,0,0,cephalosporin;fluoroquinolone antibiotic;fusidic acid;macrolide antibiotic
cmeC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09519606056597224,0,0,0,0,0.012180712458113453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01903414450867875,0,0.02274218386493926,0,0,0,0,0,0,0,0,0,0,0,0,cephalosporin;fluoroquinolone antibiotic;fusidic acid;macrolide antibiotic
cmlA1,0,0,0,0,0,0,0,0,0,0.4776953306306313,0,0.02740758783299899,0.1552121976608298,0,0.043518012286300305,0,0.014666266052748279,0.014172335566252171,0,3.5464666691785083,0.053090112591361927,5.986571184374075,0.03717808578634024,0.08440026635309578,0,0,0,0.019001015963344012,0,0.03091846317394399,0.03894140619820238,0.016733476691627325,0.012261065998733538,0.047618921744480396,0.13463241104162374,0.07369102314076567,0,0,0,0,0,0,0.17139373366382282,0.071773197756603,0.1810323564291963,0.6314762475663034,0.014967299130562986,0,0,0.015162241806241043,0,0.012331646003653792,0.012972535288026808,0.042908667274881754,0,0.02302929590390384,0.28336986077674947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.135732659417708,0,2.224873633329136,0,1.7225168449362551,0,0.6984498592058691,0,0.8115650175739909,0,0,2.1586222080620048,0.1010751714009316,0,0.11382191061874773,0,0,0,0,0,phenicol antibiotic
cmlA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023809460872240198,0.13463241104162374,0.012281837190127612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010658159119929046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026863456123302643,0,0.012881984405936346,0,0,0,0.025268792850232903,0,0,0,0,0,0,0,phenicol antibiotic
cmlA5,0,0,0,0,0,0,0,0,0,2.388476653153152,0.1585996153284601,0.041111381749498487,3.104243953216589,0,4.090693154912216,0,0.058665064210993115,0.014172335566252171,0,9.41177692974298,0.07963516888704288,16.921226715016456,0.06196347631056708,0.2672675101181366,0,0,0,0.22801219156012809,0,0.21642924221760787,0.5841210929730358,0.058567168420695634,0.03678319799620061,0.4761892174448038,0.4981399208540079,0.4544279760347215,0,0,0,0,0,0,0.5141812009914685,0.3445113492316943,0.45258089107299077,2.2294977720198013,0.20954218782788175,0,0,0.07581120903120521,0,0.036994938010961376,0.06486267644013403,0.05721155636650901,0.09592343207936141,0.18423436723123066,1.3932351488190182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.720727469659561,0.027389007176161252,8.956059117214815,0.014230608478443551,13.158114787707733,0,15.486782455084304,0,14.814282066827113,0.10034294761784845,0,8.835290898114238,0.5306446498548909,0.03511303584387159,0.5817564320513774,0,0,0,0,0,phenicol antibiotic
cmlA6,0,0,0,0,0,0,0,0,0,0.31427324383594163,0,0,0.11288159829878533,0,0.014506004095433435,0,0,0,0,0.13640256419917343,0,0.061087461065041544,0,0,0,0,0,0,0,0,0.012980468732734127,0,0.024522131997467077,0.059523652180600496,0,0,0,0,0,0,0,0,0,0,0.09051617821459815,0,0,0,0,0,0,0,0,0,0,0,0.03542123259709369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5888984159943671,0,1.527243765251359,0.014230608478443551,1.3556845538850175,0,0.4298152979728421,0,0.25763968811872684,0,0,1.5562160104633056,0.012634396425116452,0,0.03794063687291592,0,0,0,0,0,phenicol antibiotic
cmlA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061087461065041544,0,0.014066711058849298,0,0,0,0,0,0,0,0,0,0,0.05385296441664951,0.012281837190127612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015162241806241043,0,0.012331646003653792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04206417257102623,0,0.03770972259879893,0,0.015949230045706062,0,0.013431728061651322,0,0.025763968811872692,0,0,0.05020051646655818,0,0,0,0,0,0,0,0,phenicol antibiotic
cmlA9,0,0,0,0,0,0,0,0,0,3.8461132974595778,0,0,2.224382188258991,0,1.7752620160554973,0,0.06084322253565869,0,0,0.14146701584023186,0.013765320034517728,0.2534222394678456,0.012852820086201784,0.04376696980439002,0,0.07148387567651891,0,0.05911949768792927,0,0.06413285183110165,1.60202760268034,0.7983193805802602,0.24160976835623185,4.864614675191415,4.468196453579454,2.190909511430988,0,0,0,0,0,0,0.8887868119448237,0,0.18775385481146845,0,0.17075317250684352,0,0.11593183613479788,0.20442755227374979,0.012348212208011853,0.038368512442061437,0,0,2.0560222100310717,1.0747954808616507,0.7469730065586776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6980153785053459,0.014202962879717283,0.5084278688011331,0,0.7278217948580126,0,0.5154259409400509,0.01384796344251252,0.8283371061817184,0,0.012782257255399906,0.6247727643412241,3.30208081617624,0.27919498880147736,0.18363017813244611,0.06635882431107645,0,0,0,0,N/A
cmlB,0,0,0,0,0,0,0,0,0,0.03863486234736223,0,0,0,0,0.014860674122216649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03882991761948994,0,0,0,0,0,0,0,phenicol antibiotic
cmlB1,0,0,0,0,0,0,0,0,0.10008850217747443,1.2135874061020626,0.3946154324383894,0.04091607827325384,0.6600288940908493,0,0.5486094945546106,0,0.029193185159627214,0,0,0.2715091420401599,0,0.7903643715469861,0,0.20999828742248888,0,0,0,0.18910749854254488,0,0,0.038756411394410446,0.03330796548119643,0.146433823851858,0,0.6029677221353483,0.7700799437239881,0,0,0,0,0,0,0,0,0,0,0.04468858671524387,0,0,0.2716238187711874,0,0.03681919008691881,0,0,0.06364515921021764,0.022919893073006434,0.0352529607082714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8791511982243699,0,1.8389983721518826,0,1.5079788645352288,0,0.1336791937727293,0,0.29487810859859515,0,0,2.0734244194269564,0.8173344100666201,0,0.23914917667876762,0,0,0,0,0,phenicol antibiotic
cmlv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022131364641595663,0,0,0,0,0.4251599880194181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01214177087643072,0,0,0,0,0,0,0,phenicol antibiotic
cmrA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013545469841173994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phenicol antibiotic
cmx,2.867871311696844,0.012238145259695039,0.030108020288875697,18.86829697562929,0,0,0,0,51.62083698364997,3.596796993110807,47.75795424336928,0,40.71990742570551,0.02487553643082894,19.462086128939664,0.08482660382140227,4.007716614848805,0.3493063883682153,0.01363650192352517,428.1334611662366,4.423350052217225,339.8787595882597,5.099578252923236,21.555885588570227,0.610712596164573,1133.0212577046464,0,30.05387293205792,0.053857930060320386,6.626514613750604,28.8911039917028,340.0045171339308,189.8073851560921,6.22553463359163,190.91726376894576,211.41084444742756,13.753392336901204,1.5250158344898215,0.05600747737226171,0,0.032316890430867516,0.015573831650686059,316.27535530858813,0.07691296639390449,273.63179573779234,0.06905071969577771,1303.996997418845,0.49010580124192793,152.12866108451018,751.7962992042268,0.612420795748762,1512.4523498293397,0.5977651362771842,0.030654273807630784,1.7588961006970407,244.90896403739598,317.187957979676,0,19.23054701347208,0.06314393581744979,0.20318204761760997,0,0.05457931426792525,0,0.027763061853231456,0.07765081696096247,28.091980487790618,0.0668499366474495,56.952512161730695,0,0.06537409188442304,0,82.48988645086145,0,116.86619166149465,0,104.4624803132615,0.07185267850334996,92.75230002215967,0.10015867165070436,139.0663260085884,0.1075286318462366,0.09245069953521978,115.633294758813,34.95811469995884,167.09129310449896,225.20252076930703,24.889141439560092,25.21466789691027,0,1.2049812954729795,0.05969836902242918,phenicol antibiotic
cphA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026309950350987564,0,0.31019888507734905,0,0.12750121573434636,0,0,0,0,0,0,0,0,0,0,0,carbapenem
cphA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20816797213299204,0,0.6220619594053839,0,0.07892985105296269,0,0.044314126439621286,0,0.02125020262239106,0,0,0.6210831614022012,0,0,0,0,0,0,0,0,carbapenem
cphA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13294237931886385,0,0.12750121573434636,0,0,0,0,0,0,0,0,0,0,0,carbapenem
cphA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023929195732230745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27755729617732267,0,0.6842681553459222,0,0,0,0,0,0,0,0,0.5796776173087211,0,0,0,0,0,0,0,0,carbapenem
cphA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022209047333244237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4163359442659841,0,0.7464743512864607,0,0,0,0.022157063219810643,0,0,0,0,0.7038942495891614,0,0,0,0,0,0,0,0,carbapenem
cprS,0,0,0,0,0,0,0,0,0,0,0,0,0.05486936158606852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01626757942875139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01322314486261381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peptide antibiotic
cpxA,135.18136332640796,2.376851332198586,2.3055035361029796,0,0.7572115453388185,0.7516620729634305,0.5387412055439172,0.07026546261725211,0.2766122062366525,7.39946381141188,0,0,11.074005900502074,0,6.224313687268569,0,2.8238178336571607,0,0,26.13765634460794,0.717965357423993,65.13727902540828,0.7499072095809293,12.419859326285605,0.30586150410462487,13.839403466861475,1.5036827471193548,13.501323651415515,0.011519940182486473,0.42521343774231535,0.32133050935103125,0.053697250696436494,0.04496618515071643,0,1.9626577365435507,1.5764826467678041,162.91416738170722,175.0239316348428,1.6052821495854939,0.149222952643411,19.064454961191515,1.3457903407379512,2.3571326391184395,1.0397219338911676,4.23247311218326,2.9893673279936213,0.4528508645039268,0.3206600318847627,2.1522225334083713,0.09731040529038289,0,0.11306257495691334,0.08325699343497295,0.23604461603731464,0,0.03167158090941699,2.5439472411909807,0,0,0.49972829292726845,179.27381910831915,0.5530081536471495,187.82685755875343,0.43647951915214317,176.3579855955665,0.16609118945151163,0.11445206179770806,4.976005021742432,0.19158881865522728,21.914226197973168,15.898886163447665,24.701898239128003,3.5481175585731304,0.012555792129990771,3.007948616835927,0,26.891762951090612,0.4815596910488925,42.10452906723462,0.11017766975268167,33.05852637544518,0.17085590361813713,0.04519940421165482,5.131931791122321,0.08108683745047388,0.43997581528947527,0.17392917778721856,137.21262403870855,163.9712791417613,5.812897784259025,192.705955360905,3.153987628599097,aminocoumarin antibiotic;aminoglycoside antibiotic
dfrA1,0,0,0,0,0,0,0,0,0,1.4761634454418915,0,0.03657254554785534,2.598343860203968,0,1.8582468431041874,0,0.9785295344110713,0,0,16.381339796021763,0,17.77022569618795,0,3.0032876095071868,0.1112887797578133,7.5417765395277625,0,3.7018093966293204,0,0,2.2170971308089085,0.9824789053721068,3.0431653425009513,0.12708489306329482,2.263625321188373,4.982201573024508,0,0,0,0,0,0,6.861207745714183,0,2.1741178856512717,0,3.9944575386661683,0,3.579856952748409,5.300893570081299,0,2.501203409811155,0,0,0.05688877288216906,2.028191557090946,2.268763789785823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9084273963275151,0,2.4153437608504604,0,41.62870946872227,0.029824200949904286,48.787030654197565,0,24.203033325639765,0,0,2.947441788463271,0.6406524200022425,1.9054226818121336,6.682868611997576,1.5368196509240382,0,0,0.4356204210776054,0,diaminopyrimidine antibiotic
dfrA10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03250275783950058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,diaminopyrimidine antibiotic
dfrA12,0,0,0,0,0,0,0,0,0,1.7238173127350347,0,0,12.82762538485929,0,7.072600105875328,0,0.03724342712788806,0,0,15.587093018032823,0.06740835507812318,47.0029139056633,0.157349676206834,0.5358138121507143,0,8.401304952236696,0,0.28950638867785977,0,0.2747995529975083,1.7799762760414692,0.10623222323927047,0.06227135337538609,0.0604616006392039,1.4017273874448821,0.6549568814298962,0,0,0,0,0.15316247464811153,0,0,0.43742501614569684,1.1492811718762614,1.439937674722618,0.2660550809087348,0,0.8515720326992425,1.1550871485118177,0,0.25051925699543953,0,0.2542446891257136,0,0.05848045444688309,1.5890895197649695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5249776614519983,0.139102957658322,4.452832607598176,0,4.2526447021869,0,11.73330639935855,0,11.318501862219406,0.036401467577383995,0.06259432643856438,3.7606271744538944,0.12833483883936472,0.02972194347188323,0.0963462233318289,0,0,0,0,0,diaminopyrimidine antibiotic
dfrA14,0,0,0,0,0,0,0,0,0,0.4025900305750612,0,0,3.803372896820296,0,3.9874880174943947,0,0,0,0,0,0,2.4454439031451347,0,0,0,2.575240769594846,0,0,0,0,0.9699799947288965,0.2679487923742109,0.5562775357259809,0,0.14372224261513467,0.36055406120572087,0,0,0,0,0.08048346597751083,0,0,0.038309515745244146,0.48313730792250476,0.03439341579751476,0,0,0,0.08092967282566875,0,0,0,0,0,0.2151112257520699,0.8822970293611531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1226043507808914,0,0.3522376317906919,0,7.363769670847754,0,14.983819848240442,0,14.679964815409576,0,0,0.6698731337416522,0.06743709684234132,2.3114963680999634,2.32887845569612,0,0,0,0,0,diaminopyrimidine antibiotic
dfrA15,0,0,0,0,0,0,0,0.0340884463015756,0,0.03354916921458843,0,0,0.8284574626737287,0,0.07742695179600777,0.03520934404901092,0.07828236275288572,0,0,0,0,0,0,0.037541095118839844,0,0.27591865388516224,0,0.10141943552409098,0,0,0.207852856013335,0.5358975847484215,3.697609502178573,0,0.8982640163445916,0.5244422708446849,0,0,0,0,0,0,0.45741384971427873,0,2.8988238475350294,0,0,0,1.7899284763742038,0.1618593456513375,0,0.0987317135451772,0,0,0,0.891175078115718,1.5125091931905494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.725282188982549,0,9.007219441504853,0,2.8092994119997177,0,1.9715552431895218,0,2.9909998570038043,0,0,13.866373868452238,0,2.3739692429134753,0.8100446802421283,0,0,0,0,0,diaminopyrimidine antibiotic
dfrA15b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327776419277928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11226043507808911,0,0,0,0,0,0,0,0,0,0,0.06698731337416522,0,0,0,0,0,0,0,0,diaminopyrimidine antibiotic
dfrA16,0,0,0,0,0,0,0,0,0,2.281343506592014,0,0.07314509109571068,1.4686291383761558,0,0.890409945654089,0,0,0,0,0.3640297732449278,0,2.282414309602126,0,0,0,0,0,0,0,0,0.06928428533777835,0.11164533015592117,0.45811091177433727,0.031771223265823705,0.5030278491529715,0.36055406120572087,0,0,0,0,0,0,0.45741384971427873,0,0.48313730792250476,0,0.5991686307999261,0,0,1.0925505831465276,0,0.8885854219065944,0,0,0,0.43022245150413996,0.12604243276587906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.521449150231973,0,7.095072297498222,0.07595700576392163,11.450023361029196,0,3.7638781915436246,0,2.7159653873942604,0,0,9.780147752628123,0.10115564526351199,0.06247287481351252,4.927771804806282,0,0,0,0,0,diaminopyrimidine antibiotic
dfrA17,0,0,0,0,0,0,0,0,0,0.1341966768583537,0,0,0.26360010175982274,0,0.30970780718403107,0,0,0,0,0,0,0.16302959354300894,0,0,0,0,0,0,0,0,0.1385685706755567,0,0.06544441596776246,0,0.14372224261513467,0.0655552838555856,0,0,0,0,0,0,0,0.15323806298097659,0,0.24075391058260326,0,0,0,0,0,0,0,0.03817140464580777,0,0,0.535680339254986,0,0,0,0,0.030371917584034028,0,0,0,0.09669257780807747,0,0,0,0,0,0,0,0,0,0,0.17026057042422524,0,0.39431104863790417,0,0,0,0,0.13397462674833044,0.03371854842117066,0,0.13500744670702142,0,0,7.158607829855498,0,0,diaminopyrimidine antibiotic
dfrA19,0,0,0,0,0,0,0,0,0,0,0,0,0.15640671192854186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05969415896977816,0.027227988268060683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6527736410096292,0,0.2089996530277348,0,0.45965849766646,0,1.0422026033022038,0,0.5711694673108286,0,0,1.8363030190029093,0,0,0,0,0,0,0,0,diaminopyrimidine antibiotic
dfrA20,0,0,0,0,0,0,0,0,0,1.5271820045433644,0,0,0.13993310558340552,0,0.1438583601416949,0,0,0,0,0.3381815053222111,0,0.6058141109172167,0,0,0,0,0,0.28265416646063224,0,0,0.09654703666891597,0.04148714043663816,0,0,0,0.09135070620112667,0,0,0,0,0,0,0,0,2.6929902015562104,0,0,0,0,0,0,0,0,0,0,0,0.3512780226788701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31286783977384597,0,0.5142133475084742,0,1.8585099839650254,0,0.3663126309831417,0,0.479072615333195,0,0,0.5600773597496773,0.03132433196522955,0,0.3135527978254787,0,0,0,0,0,diaminopyrimidine antibiotic
dfrA22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032712433127802,0,0,0,0,0,0,0,0,0,0,0,diaminopyrimidine antibiotic
dfrA23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08300144810747533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18951492803505365,0,0.08494824606933737,0,1.0419306144374965,0,3.449354422542134,0,3.047004859888008,0,0,0,0,0,0,0,0,0,0,0,diaminopyrimidine antibiotic
dfrA27,0,0,0,0,0,0,0,0,0,0,0,0,0.2259429443655624,0,0.11614042769401164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10063932336876912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,diaminopyrimidine antibiotic
dfrA3,0,0,0,0,0,0,0,0,0,0,0,0,0.2919591955999449,0,0.4127047708385971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13429176293865677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03474008677674015,0,0,0,0,0,0,0,0,0,0,0,0,0,diaminopyrimidine antibiotic
